conflict_id,location,side_a,side_a_id,side_a_2nd,side_b,side_b_id,side_b_2nd,incompatibility,territory_name,year,intensity_level,cumulative_intensity,type_of_conflict,start_date,start_prec,start_date2,start_prec2,ep_end,ep_end_date,ep_end_prec,gwno_a,gwno_a_2nd,gwno_b,gwno_b_2nd,gwno_loc,region,version
264,Myanmar (Burma),Government of Myanmar (Burma),144,NA,RCSS,256,NA,1,Shan,1998,1,1,3,1959-11-22,1,1993-07-16,3,0,NA,NA,775,NA,NA,NA,775,3,24.1
264,Myanmar (Burma),Government of Myanmar (Burma),144,NA,RCSS,256,NA,1,Shan,1999,1,1,3,1959-11-22,1,1993-07-16,3,0,NA,NA,775,NA,NA,NA,775,3,24.1
264,Myanmar (Burma),Government of Myanmar (Burma),144,NA,RCSS,256,NA,1,Shan,2000,1,1,3,1959-11-22,1,1993-07-16,3,0,NA,NA,775,NA,NA,NA,775,3,24.1
264,Myanmar (Burma),Government of Myanmar (Burma),144,NA,RCSS,256,NA,1,Shan,2001,1,1,3,1959-11-22,1,1993-07-16,3,0,NA,NA,775,NA,NA,NA,775,3,24.1
264,Myanmar (Burma),Government of Myanmar (Burma),144,NA,RCSS,256,NA,1,Shan,2002,1,1,3,1959-11-22,1,1993-07-16,3,1,2002-09-24,NA,775,NA,NA,NA,775,3,24.1
264,Myanmar (Burma),Government of Myanmar (Burma),144,NA,RCSS,256,NA,1,Shan,2005,1,1,3,1959-11-22,1,2005-12-27,1,0,NA,NA,775,NA,NA,NA,775,3,24.1
264,Myanmar (Burma),Government of Myanmar (Burma),144,NA,RCSS,256,NA,1,Shan,2006,1,1,3,1959-11-22,1,2005-12-27,1,0,NA,NA,775,NA,NA,NA,775,3,24.1
264,Myanmar (Burma),Government of Myanmar (Burma),144,NA,RCSS,256,NA,1,Shan,2007,1,1,3,1959-11-22,1,2005-12-27,1,0,NA,NA,775,NA,NA,NA,775,3,24.1
264,Myanmar (Burma),Government of Myanmar (Burma),144,NA,RCSS,256,NA,1,Shan,2008,1,1,3,1959-11-22,1,2005-12-27,1,0,NA,NA,775,NA,NA,NA,775,3,24.1
264,Myanmar (Burma),Government of Myanmar (Burma),144,NA,RCSS,256,NA,1,Shan,2009,1,1,3,1959-11-22,1,2005-12-27,1,0,NA,NA,775,NA,NA,NA,775,3,24.1
264,Myanmar (Burma),Government of Myanmar (Burma),144,NA,RCSS,256,NA,1,Shan,2010,1,1,3,1959-11-22,1,2005-12-27,1,0,NA,NA,775,NA,NA,NA,775,3,24.1
264,Myanmar (Burma),Government of Myanmar (Burma),144,NA,"RCSS, SSPP","1122, 256",NA,1,Shan,2011,1,1,3,1959-11-22,1,2005-12-27,1,1,2011-09-11,NA,775,NA,NA,NA,775,3,24.1
264,Myanmar (Burma),Government of Myanmar (Burma),144,NA,"RCSS, SSPP","1122, 256",NA,1,Shan,2013,1,1,3,1959-11-22,1,2013-02-22,1,1,2013-10-10,NA,775,NA,NA,NA,775,3,24.1
264,Myanmar (Burma),Government of Myanmar (Burma),144,NA,SSPP,1122,NA,1,Shan,2015,1,1,3,1959-11-22,1,2015-10-18,1,1,2015-11-30,NA,775,NA,NA,NA,775,3,24.1
265,DR Congo (Zaire),Government of DR Congo (Zaire),89,NA,State of Katanga,406,NA,1,Katanga,1961,1,0,3,1961-10-27,1,1961-11-12,3,0,NA,NA,490,NA,NA,NA,490,4,24.1
265,DR Congo (Zaire),Government of DR Congo (Zaire),89,NA,State of Katanga,406,NA,1,Katanga,1962,1,0,3,1961-10-27,1,1961-11-12,3,1,1962-12-28,NA,490,NA,NA,NA,490,4,24.1
265,DR Congo (Zaire),Government of DR Congo (Zaire),89,"Government of Malawi, Government of South Africa, Government of Tanzania",Kata Katanga,3967,NA,1,Katanga,2013,1,0,4,1961-10-27,1,2013-03-18,1,0,NA,NA,490,"510, 553, 560",NA,NA,490,4,24.1
265,DR Congo (Zaire),Government of DR Congo (Zaire),89,"Government of Malawi, Government of South Africa, Government of Tanzania",Kata Katanga,3967,NA,1,Katanga,2014,1,0,4,1961-10-27,1,2013-03-18,1,1,2014-11-05,NA,490,"510, 553, 560",NA,NA,490,4,24.1
265,DR Congo (Zaire),Government of DR Congo (Zaire),89,"Government of Malawi, Government of South Africa, Government of Tanzania",Kata Katanga,3967,NA,1,Katanga,2020,1,0,4,1961-10-27,1,2020-03-28,1,1,2020-09-26,NA,490,"510, 553, 560",NA,NA,490,4,24.1
266,DR Congo (Zaire),Government of DR Congo (Zaire),89,NA,Independent Mining State of South Kasai,407,NA,1,South Kasai,1960,1,0,3,1960-08-31,2,1960-08-31,2,0,NA,NA,490,NA,NA,NA,490,4,24.1
266,DR Congo (Zaire),Government of DR Congo (Zaire),89,NA,Independent Mining State of South Kasai,407,NA,1,South Kasai,1961,1,0,3,1960-08-31,2,1960-08-31,2,0,NA,NA,490,NA,NA,NA,490,4,24.1
266,DR Congo (Zaire),Government of DR Congo (Zaire),89,NA,Independent Mining State of South Kasai,407,NA,1,South Kasai,1962,1,0,3,1960-08-31,2,1960-08-31,2,1,1962-12-31,NA,490,NA,NA,NA,490,4,24.1
267,Ethiopia,Government of Ethiopia,97,NA,Military faction (forces of Mengistu Neway),408,NA,2,NA,1960,1,0,3,1960-12-17,2,1960-12-17,2,1,1960-12-17,NA,530,NA,NA,NA,530,4,24.1
267,Ethiopia,Government of Ethiopia,97,NA,"EPRP, TPLF","409, 410",NA,2,NA,1976,2,1,3,1960-12-17,2,1976-06-02,2,0,NA,NA,530,NA,NA,NA,530,4,24.1
267,Ethiopia,Government of Ethiopia,97,NA,"EDU, EPRP","409, 411",NA,2,NA,1977,1,1,3,1960-12-17,2,1976-06-02,2,0,NA,NA,530,NA,NA,NA,530,4,24.1
267,Ethiopia,Government of Ethiopia,97,NA,"EDU, TPLF","410, 411",NA,2,NA,1978,1,1,3,1960-12-17,2,1976-06-02,2,0,NA,NA,530,NA,NA,NA,530,4,24.1
267,Ethiopia,Government of Ethiopia,97,NA,TPLF,410,NA,2,NA,1979,1,1,3,1960-12-17,2,1976-06-02,2,0,NA,NA,530,NA,NA,NA,530,4,24.1
267,Ethiopia,Government of Ethiopia,97,NA,TPLF,410,NA,2,NA,1980,2,1,3,1960-12-17,2,1976-06-02,2,0,NA,NA,530,NA,NA,NA,530,4,24.1
267,Ethiopia,Government of Ethiopia,97,NA,TPLF,410,NA,2,NA,1981,2,1,3,1960-12-17,2,1976-06-02,2,0,NA,NA,530,NA,NA,NA,530,4,24.1
267,Ethiopia,Government of Ethiopia,97,NA,TPLF,410,NA,2,NA,1982,2,1,3,1960-12-17,2,1976-06-02,2,0,NA,NA,530,NA,NA,NA,530,4,24.1
267,Ethiopia,Government of Ethiopia,97,NA,"EPDM, TPLF","410, 412",NA,2,NA,1983,2,1,3,1960-12-17,2,1976-06-02,2,0,NA,NA,530,NA,NA,NA,530,4,24.1
267,Ethiopia,Government of Ethiopia,97,NA,"EPDM, EPRP, TPLF","409, 410, 412",NA,2,NA,1984,2,1,3,1960-12-17,2,1976-06-02,2,0,NA,NA,530,NA,NA,NA,530,4,24.1
267,Ethiopia,Government of Ethiopia,97,NA,"EPDM, EPRP, TPLF","409, 410, 412",NA,2,NA,1985,2,1,3,1960-12-17,2,1976-06-02,2,0,NA,NA,530,NA,NA,NA,530,4,24.1
267,Ethiopia,Government of Ethiopia,97,NA,"EPRP, TPLF","409, 410",NA,2,NA,1986,1,1,3,1960-12-17,2,1976-06-02,2,0,NA,NA,530,NA,NA,NA,530,4,24.1
267,Ethiopia,Government of Ethiopia,97,NA,"EPRP, TPLF","409, 410",NA,2,NA,1987,2,1,3,1960-12-17,2,1976-06-02,2,0,NA,NA,530,NA,NA,NA,530,4,24.1
267,Ethiopia,Government of Ethiopia,97,NA,TPLF,410,NA,2,NA,1988,2,1,3,1960-12-17,2,1976-06-02,2,0,NA,NA,530,NA,NA,NA,530,4,24.1
267,Ethiopia,Government of Ethiopia,97,NA,"EPRDF, Military faction (forces of Amsha Desta and Merid Negusie)","413, 414",NA,2,NA,1989,2,1,3,1960-12-17,2,1976-06-02,2,0,NA,NA,530,NA,NA,NA,530,4,24.1
267,Ethiopia,Government of Ethiopia,97,NA,EPRDF,414,NA,2,NA,1990,2,1,3,1960-12-17,2,1976-06-02,2,0,NA,NA,530,NA,NA,NA,530,4,24.1
267,Ethiopia,Government of Ethiopia,97,NA,"EPRDF, Forces of Harar garrison","1215, 414",NA,2,NA,1991,2,1,3,1960-12-17,2,1976-06-02,2,1,1991-05-28,NA,530,NA,NA,NA,530,4,24.1
267,Ethiopia,Government of Ethiopia,97,Government of Eritrea,TPLF,410,NA,2,NA,2020,2,1,4,1960-12-17,2,2020-11-04,1,0,NA,NA,530,531,NA,NA,530,4,24.1
267,Ethiopia,Government of Ethiopia,97,Government of Eritrea,TPLF,410,NA,2,NA,2021,2,1,4,1960-12-17,2,2020-11-04,1,0,NA,NA,530,531,NA,NA,530,4,24.1
267,Ethiopia,Government of Ethiopia,97,Government of Eritrea,"GLF, TPLF","410, 8196",NA,2,NA,2022,2,1,4,1960-12-17,2,2020-11-04,1,1,2022-11-27,NA,530,531,NA,NA,530,4,24.1
268,"Ethiopia, Somalia",Government of Ethiopia,97,NA,Government of Somalia,95,NA,1,Ogaden,1964,1,0,2,1964-02-10,2,1964-02-13,2,1,1964-03-30,NA,530,NA,520,NA,"520, 530",4,24.1
268,"Ethiopia, Somalia",Government of Ethiopia,97,"Government of Cuba, Government of South Yemen",Government of Somalia,95,NA,1,Ogaden,1977,2,1,2,1964-02-10,2,1977-07-13,1,0,NA,NA,530,"40, 680",520,NA,"520, 530",4,24.1
268,"Ethiopia, Somalia",Government of Ethiopia,97,"Government of Cuba, Government of South Yemen",Government of Somalia,95,NA,1,Ogaden,1978,2,1,2,1964-02-10,2,1977-07-13,1,1,1978-03-23,NA,530,"40, 680",520,NA,"520, 530",4,24.1
268,"Ethiopia, Somalia",Government of Ethiopia,97,Government of Cuba,Government of Somalia,95,NA,1,Ogaden,1980,1,1,2,1964-02-10,2,1980-05-31,3,1,1980-12-03,NA,530,40,520,NA,"520, 530",4,24.1
269,Nepal,Government of Nepal,146,NA,NC,257,NA,2,NA,1960,1,0,3,1960-02-29,4,1960-02-29,4,0,NA,NA,790,NA,NA,NA,790,3,24.1
269,Nepal,Government of Nepal,146,NA,NC,257,NA,2,NA,1961,1,0,3,1960-02-29,4,1960-02-29,4,0,NA,NA,790,NA,NA,NA,790,3,24.1
269,Nepal,Government of Nepal,146,NA,NC,257,NA,2,NA,1962,1,0,3,1960-02-29,4,1960-02-29,4,1,1962-12-31,NA,790,NA,NA,NA,790,3,24.1
269,Nepal,Government of Nepal,146,NA,CPN-M,258,NA,2,NA,1996,1,0,3,1960-02-29,4,1996-08-23,1,0,NA,NA,790,NA,NA,NA,790,3,24.1
269,Nepal,Government of Nepal,146,NA,CPN-M,258,NA,2,NA,1997,1,0,3,1960-02-29,4,1996-08-23,1,0,NA,NA,790,NA,NA,NA,790,3,24.1
269,Nepal,Government of Nepal,146,NA,CPN-M,258,NA,2,NA,1998,1,0,3,1960-02-29,4,1996-08-23,1,0,NA,NA,790,NA,NA,NA,790,3,24.1
269,Nepal,Government of Nepal,146,NA,CPN-M,258,NA,2,NA,1999,1,0,3,1960-02-29,4,1996-08-23,1,0,NA,NA,790,NA,NA,NA,790,3,24.1
269,Nepal,Government of Nepal,146,NA,CPN-M,258,NA,2,NA,2000,1,0,3,1960-02-29,4,1996-08-23,1,0,NA,NA,790,NA,NA,NA,790,3,24.1
269,Nepal,Government of Nepal,146,NA,CPN-M,258,NA,2,NA,2001,1,1,3,1960-02-29,4,1996-08-23,1,0,NA,NA,790,NA,NA,NA,790,3,24.1
269,Nepal,Government of Nepal,146,NA,CPN-M,258,NA,2,NA,2002,2,1,3,1960-02-29,4,1996-08-23,1,0,NA,NA,790,NA,NA,NA,790,3,24.1
269,Nepal,Government of Nepal,146,NA,CPN-M,258,NA,2,NA,2003,2,1,3,1960-02-29,4,1996-08-23,1,0,NA,NA,790,NA,NA,NA,790,3,24.1
269,Nepal,Government of Nepal,146,NA,CPN-M,258,NA,2,NA,2004,2,1,3,1960-02-29,4,1996-08-23,1,0,NA,NA,790,NA,NA,NA,790,3,24.1
269,Nepal,Government of Nepal,146,NA,CPN-M,258,NA,2,NA,2005,2,1,3,1960-02-29,4,1996-08-23,1,0,NA,NA,790,NA,NA,NA,790,3,24.1
269,Nepal,Government of Nepal,146,NA,CPN-M,258,NA,2,NA,2006,1,1,3,1960-02-29,4,1996-08-23,1,1,2006-09-21,NA,790,NA,NA,NA,790,3,24.1
270,France,Government of France,33,NA,OAS,259,NA,2,NA,1961,2,1,3,1961-04-22,1,1961-04-22,1,0,NA,NA,220,NA,NA,NA,220,1,24.1
270,France,Government of France,33,NA,OAS,259,NA,2,NA,1962,2,1,3,1961-04-22,1,1961-04-22,1,1,1962-06-30,NA,220,NA,NA,NA,220,1,24.1
271,Iraq,Government of Iraq,116,NA,KDP,260,NA,1,Kurdistan,1961,2,1,3,1945-08-30,3,1961-12-31,3,0,NA,NA,645,NA,NA,NA,645,2,24.1
271,Iraq,Government of Iraq,116,NA,KDP,260,NA,1,Kurdistan,1962,2,1,3,1945-08-30,3,1961-12-31,3,0,NA,NA,645,NA,NA,NA,645,2,24.1
271,Iraq,Government of Iraq,116,NA,KDP,260,NA,1,Kurdistan,1963,2,1,3,1945-08-30,3,1961-12-31,3,0,NA,NA,645,NA,NA,NA,645,2,24.1
271,Iraq,Government of Iraq,116,NA,KDP,260,NA,1,Kurdistan,1964,1,1,3,1945-08-30,3,1961-12-31,3,0,NA,NA,645,NA,NA,NA,645,2,24.1
271,Iraq,Government of Iraq,116,NA,KDP,260,NA,1,Kurdistan,1965,2,1,3,1945-08-30,3,1961-12-31,3,0,NA,NA,645,NA,NA,NA,645,2,24.1
271,Iraq,Government of Iraq,116,NA,KDP,260,NA,1,Kurdistan,1966,2,1,3,1945-08-30,3,1961-12-31,3,0,NA,NA,645,NA,NA,NA,645,2,24.1
271,Iraq,Government of Iraq,116,NA,KDP,260,NA,1,Kurdistan,1967,1,1,3,1945-08-30,3,1961-12-31,3,0,NA,NA,645,NA,NA,NA,645,2,24.1
271,Iraq,Government of Iraq,116,NA,KDP,260,NA,1,Kurdistan,1968,1,1,3,1945-08-30,3,1961-12-31,3,0,NA,NA,645,NA,NA,NA,645,2,24.1
271,Iraq,Government of Iraq,116,NA,KDP,260,NA,1,Kurdistan,1969,2,1,3,1945-08-30,3,1961-12-31,3,0,NA,NA,645,NA,NA,NA,645,2,24.1
271,Iraq,Government of Iraq,116,NA,KDP,260,NA,1,Kurdistan,1970,1,1,3,1945-08-30,3,1961-12-31,3,1,1970-03-11,NA,645,NA,NA,NA,645,2,24.1
271,Iraq,Government of Iraq,116,NA,KDP,260,NA,1,Kurdistan,1973,1,1,3,1945-08-30,3,1973-07-31,3,0,NA,NA,645,NA,NA,NA,645,2,24.1
271,Iraq,Government of Iraq,116,NA,KDP,260,NA,1,Kurdistan,1974,2,1,3,1945-08-30,3,1973-07-31,3,0,NA,NA,645,NA,NA,NA,645,2,24.1
271,Iraq,Government of Iraq,116,NA,KDP,260,NA,1,Kurdistan,1975,2,1,3,1945-08-30,3,1973-07-31,3,0,NA,NA,645,NA,NA,NA,645,2,24.1
271,Iraq,Government of Iraq,116,NA,PUK,261,NA,1,Kurdistan,1976,1,1,3,1945-08-30,3,1973-07-31,3,0,NA,NA,645,NA,NA,NA,645,2,24.1
271,Iraq,Government of Iraq,116,NA,"KDP-QM, PUK","261, 262",NA,1,Kurdistan,1977,1,1,3,1945-08-30,3,1973-07-31,3,0,NA,NA,645,NA,NA,NA,645,2,24.1
271,Iraq,Government of Iraq,116,NA,"KDP-QM, PUK","261, 262",NA,1,Kurdistan,1978,1,1,3,1945-08-30,3,1973-07-31,3,0,NA,NA,645,NA,NA,NA,645,2,24.1
271,Iraq,Government of Iraq,116,NA,KDP,260,NA,1,Kurdistan,1979,1,1,3,1945-08-30,3,1973-07-31,3,0,NA,NA,645,NA,NA,NA,645,2,24.1
271,Iraq,Government of Iraq,116,NA,"KDP, PUK","260, 261",NA,1,Kurdistan,1980,1,1,3,1945-08-30,3,1973-07-31,3,0,NA,NA,645,NA,NA,NA,645,2,24.1
271,Iraq,Government of Iraq,116,NA,"KDP, PUK","260, 261",NA,1,Kurdistan,1981,1,1,3,1945-08-30,3,1973-07-31,3,0,NA,NA,645,NA,NA,NA,645,2,24.1
271,Iraq,Government of Iraq,116,NA,"KDP, PUK","260, 261",NA,1,Kurdistan,1982,1,1,3,1945-08-30,3,1973-07-31,3,0,NA,NA,645,NA,NA,NA,645,2,24.1
271,Iraq,Government of Iraq,116,NA,"KDP, PUK","260, 261",NA,1,Kurdistan,1983,1,1,3,1945-08-30,3,1973-07-31,3,0,NA,NA,645,NA,NA,NA,645,2,24.1
271,Iraq,Government of Iraq,116,NA,KDP,260,NA,1,Kurdistan,1984,1,1,3,1945-08-30,3,1973-07-31,3,0,NA,NA,645,NA,NA,NA,645,2,24.1
271,Iraq,Government of Iraq,116,NA,PUK,261,NA,1,Kurdistan,1985,1,1,3,1945-08-30,3,1973-07-31,3,0,NA,NA,645,NA,NA,NA,645,2,24.1
271,Iraq,Government of Iraq,116,NA,"KDP, PUK","260, 261",NA,1,Kurdistan,1986,1,1,3,1945-08-30,3,1973-07-31,3,0,NA,NA,645,NA,NA,NA,645,2,24.1
271,Iraq,Government of Iraq,116,NA,"KDP, PUK","260, 261",NA,1,Kurdistan,1987,1,1,3,1945-08-30,3,1973-07-31,3,0,NA,NA,645,NA,NA,NA,645,2,24.1
271,Iraq,Government of Iraq,116,NA,"KDP, PUK","260, 261",NA,1,Kurdistan,1988,2,1,3,1945-08-30,3,1973-07-31,3,0,NA,NA,645,NA,NA,NA,645,2,24.1
271,Iraq,Government of Iraq,116,NA,"KDP, PUK","260, 261",NA,1,Kurdistan,1989,1,1,3,1945-08-30,3,1973-07-31,3,0,NA,NA,645,NA,NA,NA,645,2,24.1
271,Iraq,Government of Iraq,116,NA,"KDP, PUK","260, 261",NA,1,Kurdistan,1990,1,1,3,1945-08-30,3,1973-07-31,3,0,NA,NA,645,NA,NA,NA,645,2,24.1
271,Iraq,Government of Iraq,116,NA,"KDP, PUK","260, 261",NA,1,Kurdistan,1991,2,1,3,1945-08-30,3,1973-07-31,3,0,NA,NA,645,NA,NA,NA,645,2,24.1
271,Iraq,Government of Iraq,116,NA,PUK,261,NA,1,Kurdistan,1992,1,1,3,1945-08-30,3,1973-07-31,3,1,1992-03-13,NA,645,NA,NA,NA,645,2,24.1
271,Iraq,Government of Iraq,116,NA,PUK,261,NA,1,Kurdistan,1995,1,1,3,1945-08-30,3,1995-03-14,1,0,NA,NA,645,NA,NA,NA,645,2,24.1
271,Iraq,Government of Iraq,116,NA,PUK,261,NA,1,Kurdistan,1996,1,1,3,1945-08-30,3,1995-03-14,1,1,1996-09-30,NA,645,NA,NA,NA,645,2,24.1
272,"France, Tunisia",Government of France,33,NA,Government of Tunisia,110,NA,1,Bizerte,1961,2,1,2,1961-07-20,1,1961-07-20,1,1,1961-07-22,NA,220,NA,616,NA,"220, 616","1, 4",24.1
273,Brunei,Government of United Kingdom,28,NA,North Kalimantan Liberation Army,263,NA,1,North Borneo,1962,1,0,1,1962-12-08,1,1962-12-08,1,1,1962-12-31,NA,200,NA,NA,NA,835,3,24.1
274,"China, India",Government of China,135,NA,Government of India,141,NA,1,"Aksai Chin, Arunachal Pradesh",1962,2,1,2,1959-08-31,3,1962-11-21,5,1,1962-11-21,NA,710,NA,750,NA,"710, 750",3,24.1
274,"China, India",Government of China,135,NA,Government of India,141,NA,1,"Aksai Chin, Arunachal Pradesh",1967,1,1,2,1959-08-31,3,1967-01-31,3,1,1967-12-31,NA,710,NA,750,NA,"710, 750",3,24.1
274,"China, India",Government of China,135,NA,Government of India,141,NA,1,"Aksai Chin, Arunachal Pradesh",2020,1,1,2,1959-08-31,3,2020-08-30,1,1,2020-08-30,NA,710,NA,750,NA,"710, 750",3,24.1
275,Ethiopia,Government of Ethiopia,97,NA,ELF,415,NA,1,Eritrea,1964,1,0,3,1961-09-30,3,1964-03-15,1,0,NA,NA,530,NA,NA,NA,530,4,24.1
275,Ethiopia,Government of Ethiopia,97,NA,ELF,415,NA,1,Eritrea,1965,1,0,3,1961-09-30,3,1964-03-15,1,0,NA,NA,530,NA,NA,NA,530,4,24.1
275,Ethiopia,Government of Ethiopia,97,NA,ELF,415,NA,1,Eritrea,1966,1,0,3,1961-09-30,3,1964-03-15,1,0,NA,NA,530,NA,NA,NA,530,4,24.1
275,Ethiopia,Government of Ethiopia,97,NA,ELF,415,NA,1,Eritrea,1967,1,0,3,1961-09-30,3,1964-03-15,1,0,NA,NA,530,NA,NA,NA,530,4,24.1
275,Ethiopia,Government of Ethiopia,97,NA,ELF,415,NA,1,Eritrea,1968,1,0,3,1961-09-30,3,1964-03-15,1,0,NA,NA,530,NA,NA,NA,530,4,24.1
275,Ethiopia,Government of Ethiopia,97,NA,ELF,415,NA,1,Eritrea,1969,1,0,3,1961-09-30,3,1964-03-15,1,0,NA,NA,530,NA,NA,NA,530,4,24.1
275,Ethiopia,Government of Ethiopia,97,NA,ELF,415,NA,1,Eritrea,1970,1,0,3,1961-09-30,3,1964-03-15,1,0,NA,NA,530,NA,NA,NA,530,4,24.1
275,Ethiopia,Government of Ethiopia,97,NA,ELF,415,NA,1,Eritrea,1971,1,0,3,1961-09-30,3,1964-03-15,1,0,NA,NA,530,NA,NA,NA,530,4,24.1
275,Ethiopia,Government of Ethiopia,97,NA,ELF,415,NA,1,Eritrea,1972,1,0,3,1961-09-30,3,1964-03-15,1,0,NA,NA,530,NA,NA,NA,530,4,24.1
275,Ethiopia,Government of Ethiopia,97,NA,"ELF, EPLF","415, 416",NA,1,Eritrea,1973,1,0,3,1961-09-30,3,1964-03-15,1,0,NA,NA,530,NA,NA,NA,530,4,24.1
275,Ethiopia,Government of Ethiopia,97,NA,ELF,415,NA,1,Eritrea,1974,1,0,3,1961-09-30,3,1964-03-15,1,0,NA,NA,530,NA,NA,NA,530,4,24.1
275,Ethiopia,Government of Ethiopia,97,NA,"ELF, EPLF","415, 416",NA,1,Eritrea,1975,2,1,3,1961-09-30,3,1964-03-15,1,0,NA,NA,530,NA,NA,NA,530,4,24.1
275,Ethiopia,Government of Ethiopia,97,NA,"ELF, EPLF","415, 416",NA,1,Eritrea,1976,2,1,3,1961-09-30,3,1964-03-15,1,0,NA,NA,530,NA,NA,NA,530,4,24.1
275,Ethiopia,Government of Ethiopia,97,Government of South Yemen,"ELF, EPLF","415, 416",NA,1,Eritrea,1977,2,1,4,1961-09-30,3,1964-03-15,1,0,NA,NA,530,680,NA,NA,530,4,24.1
275,Ethiopia,Government of Ethiopia,97,Government of South Yemen,"ELF, EPLF","415, 416",NA,1,Eritrea,1978,2,1,4,1961-09-30,3,1964-03-15,1,0,NA,NA,530,680,NA,NA,530,4,24.1
275,Ethiopia,Government of Ethiopia,97,NA,"ELF, EPLF","415, 416",NA,1,Eritrea,1979,2,1,3,1961-09-30,3,1964-03-15,1,0,NA,NA,530,NA,NA,NA,530,4,24.1
275,Ethiopia,Government of Ethiopia,97,NA,"ELF, EPLF","415, 416",NA,1,Eritrea,1980,1,1,3,1961-09-30,3,1964-03-15,1,0,NA,NA,530,NA,NA,NA,530,4,24.1
275,Ethiopia,Government of Ethiopia,97,NA,EPLF,416,NA,1,Eritrea,1981,1,1,3,1961-09-30,3,1964-03-15,1,0,NA,NA,530,NA,NA,NA,530,4,24.1
275,Ethiopia,Government of Ethiopia,97,NA,EPLF,416,NA,1,Eritrea,1982,2,1,3,1961-09-30,3,1964-03-15,1,0,NA,NA,530,NA,NA,NA,530,4,24.1
275,Ethiopia,Government of Ethiopia,97,NA,EPLF,416,NA,1,Eritrea,1983,2,1,3,1961-09-30,3,1964-03-15,1,0,NA,NA,530,NA,NA,NA,530,4,24.1
275,Ethiopia,Government of Ethiopia,97,NA,EPLF,416,NA,1,Eritrea,1984,2,1,3,1961-09-30,3,1964-03-15,1,0,NA,NA,530,NA,NA,NA,530,4,24.1
275,Ethiopia,Government of Ethiopia,97,NA,EPLF,416,NA,1,Eritrea,1985,2,1,3,1961-09-30,3,1964-03-15,1,0,NA,NA,530,NA,NA,NA,530,4,24.1
275,Ethiopia,Government of Ethiopia,97,NA,EPLF,416,NA,1,Eritrea,1986,1,1,3,1961-09-30,3,1964-03-15,1,0,NA,NA,530,NA,NA,NA,530,4,24.1
275,Ethiopia,Government of Ethiopia,97,NA,EPLF,416,NA,1,Eritrea,1987,2,1,3,1961-09-30,3,1964-03-15,1,0,NA,NA,530,NA,NA,NA,530,4,24.1
275,Ethiopia,Government of Ethiopia,97,NA,EPLF,416,NA,1,Eritrea,1988,2,1,3,1961-09-30,3,1964-03-15,1,0,NA,NA,530,NA,NA,NA,530,4,24.1
275,Ethiopia,Government of Ethiopia,97,NA,EPLF,416,NA,1,Eritrea,1989,2,1,3,1961-09-30,3,1964-03-15,1,0,NA,NA,530,NA,NA,NA,530,4,24.1
275,Ethiopia,Government of Ethiopia,97,NA,EPLF,416,NA,1,Eritrea,1990,2,1,3,1961-09-30,3,1964-03-15,1,0,NA,NA,530,NA,NA,NA,530,4,24.1
275,Ethiopia,Government of Ethiopia,97,NA,EPLF,416,NA,1,Eritrea,1991,2,1,3,1961-09-30,3,1964-03-15,1,1,1991-05-31,NA,530,NA,NA,NA,530,4,24.1
276,"Indonesia, Netherlands",Government of Indonesia,155,NA,Government of Netherlands,30,NA,1,West New Guinea,1962,1,0,2,1962-01-15,1,1962-01-15,1,1,1962-09-21,NA,850,NA,210,NA,"210, 850","1, 3",24.1
277,Venezuela,Government of Venezuela,18,NA,Military faction (navy),740,NA,2,NA,1962,1,0,3,1962-06-03,2,1962-06-03,2,1,1962-12-31,NA,101,NA,NA,NA,101,5,24.1
277,Venezuela,Government of Venezuela,18,NA,Bandera Roja,741,NA,2,NA,1982,1,0,3,1962-06-03,2,1982-04-30,3,1,1982-10-04,NA,101,NA,NA,NA,101,5,24.1
277,Venezuela,Government of Venezuela,18,NA,Military faction (forces of Hugo Chávez),742,NA,2,NA,1992,1,0,3,1962-06-03,2,1992-02-04,1,1,1992-11-27,NA,101,NA,NA,NA,101,5,24.1
278,"Algeria, Morocco",Government of Algeria,109,NA,Government of Morocco,108,NA,1,Common Border,1963,1,0,2,1963-10-08,1,1963-10-08,1,1,1963-11-04,NA,615,NA,600,NA,"600, 615",4,24.1
279,Guinea-Bissau,Government of Portugal,36,NA,PAIGC,417,NA,1,Guinea-Bissau,1963,1,0,1,1963-02-28,3,1963-02-28,3,0,NA,NA,235,NA,NA,NA,404,4,24.1
279,Guinea-Bissau,Government of Portugal,36,NA,PAIGC,417,NA,1,Guinea-Bissau,1964,1,0,1,1963-02-28,3,1963-02-28,3,0,NA,NA,235,NA,NA,NA,404,4,24.1
279,Guinea-Bissau,Government of Portugal,36,NA,PAIGC,417,NA,1,Guinea-Bissau,1965,1,1,1,1963-02-28,3,1963-02-28,3,0,NA,NA,235,NA,NA,NA,404,4,24.1
279,Guinea-Bissau,Government of Portugal,36,NA,PAIGC,417,NA,1,Guinea-Bissau,1966,1,1,1,1963-02-28,3,1963-02-28,3,0,NA,NA,235,NA,NA,NA,404,4,24.1
279,Guinea-Bissau,Government of Portugal,36,NA,PAIGC,417,NA,1,Guinea-Bissau,1967,1,1,1,1963-02-28,3,1963-02-28,3,0,NA,NA,235,NA,NA,NA,404,4,24.1
