case_id,sanctioned_state,sanctioning_state,begin,end,trade,descr_trade,arms,military,financial,travel,other,target_mult,sender_mult,objective,success
554,Burundi,Organisation of African Unity,1996,1999,1,"exp_compl,imp_compl",0,0,1,0,0,0,1,"democracy,human_rights","nego_settlement,nego_settlement"
555,Burundi,United States,1996,1999,0,,0,0,1,0,0,0,0,democracy,nego_settlement
556,Central African Republic,United States,1996,1998,0,,0,0,0,0,1,0,0,democracy,success_part
557,Colombia,United States,1996,1998,0,,0,0,1,0,0,0,0,other,failed
558,Cuba,United States,1996,2023,0,,0,0,1,1,0,0,0,destab_regime,ongoing
559,EU,Canada,1996,2015,1,imp_part,0,0,0,0,0,1,0,other,success_total
560,Iran,United States,1996,2023,1,exp_part,0,0,0,0,0,0,0,terrorism,ongoing
561,Libya,United States,1996,2023,1,exp_part,0,0,0,0,0,0,0,terrorism,ongoing
562,Myanmar,"EU, Croatia, Macedonia, Montenegro, Iceland, Albania, Bosnia and Herzegovina, Liechtenstein, Norway, Moldova, Armenia",1996,2000,0,,1,0,1,1,0,0,1,human_rights,failed
563,Niger,Canada,1996,1997,0,,0,0,1,0,0,0,0,democracy,success_part
564,Niger,"Denmark, Germany",1996,1997,0,,0,0,1,0,0,0,1,democracy,success_part
565,Niger,EU,1996,1996,0,,0,0,1,0,0,0,1,democracy,success_part
566,Niger,France,1996,1996,0,,0,1,1,0,0,0,0,democracy,success_part
567,Niger,United States,1996,2000,0,,0,1,1,0,0,0,0,democracy,success_total
568,Nigeria,Commonwealth,1996,1999,0,,1,0,1,1,0,0,1,"democracy,human_rights","success_total,success_total"
569,Rwanda,South Africa,1996,1997,0,,1,0,0,0,0,0,0,human_rights,failed
570,Rwanda,UN,1996,2008,0,,1,1,0,0,0,0,1,"end_war,human_rights","success_total,success_part"
571,Sudan,UN,1996,2001,0,,0,0,0,1,1,0,1,"other,terrorism","success_total,success_total"
572,Zambia,"United Kingdom, Denmark, Sweden, Norway, Netherlands, Japan",1996,1998,0,,0,0,1,0,0,0,1,democracy,success_part
573,Zambia,United States,1996,1998,0,,0,0,1,0,0,0,0,democracy,success_part
574,Angola,UN,1997,2002,1,exp_part,0,0,0,1,1,0,1,end_war,success_total
575,Belize,United States,1997,2004,1,imp_part,0,0,0,0,0,0,0,other,success_total
576,Burundi,EU,1997,2001,0,,0,0,1,0,0,0,1,"end_war,democracy,human_rights","success_total,success_total,success_total"
577,Cambodia,Australia,1997,1997,0,,0,1,1,0,0,0,0,democracy,success_part
578,Cambodia,EU,1997,1999,0,,0,0,1,0,0,0,1,"human_rights,democracy","success_part,success_part"
579,Cambodia,Germany,1997,1997,0,,0,0,1,0,0,0,0,democracy,success_part
580,Cambodia,Japan,1997,1997,0,,0,0,1,0,0,0,0,"human_rights,democracy","success_part,success_part"
581,Cambodia,Netherlands,1997,1997,0,,0,0,1,0,0,0,0,democracy,success_part
582,Cambodia,Norway,1997,1997,0,,0,0,1,0,0,0,0,democracy,success_part
583,Cambodia,United States,1997,2007,0,,0,0,1,0,0,0,0,human_rights,failed
584,Congo (Brazzaville),EU,1997,2001,0,,0,0,1,0,0,0,1,end_war,success_part
585,"Congo, Democratic Republic of the",EU,1997,2003,0,,1,0,0,0,0,0,1,democracy,failed
586,EU,Turkey,1997,1998,0,,0,0,0,0,1,1,0,policy_change,success_total
587,Iraq,UN,1997,1998,0,,0,0,0,1,0,0,1,policy_change,success_total
588,Iraq,United States,1997,2009,0,,0,0,0,1,0,0,0,"terrorism,end_war,prevent_war","success_total,success_total,success_total"
589,Myanmar,United States,1997,2016,0,,0,0,1,1,0,0,0,human_rights,success_total
590,Sierra Leone,Commonwealth,1997,1998,0,,0,0,0,0,1,0,1,democracy,success_total
591,Sierra Leone,ECOWAS,1997,2003,1,"exp_compl,imp_compl",0,0,1,1,0,0,1,end_war,success_total
592,Sierra Leone,UN,1997,2010,0,,1,0,0,1,0,0,1,"end_war,prevent_war","success_total,success_total"
593,Sierra Leone,UN,1997,1998,1,exp_part,0,0,0,0,0,0,1,"democracy,human_rights,end_war","success_part,success_part,failed"
594,Sudan,United States,1997,2017,1,"exp_compl,imp_compl",0,0,1,0,0,0,0,"terrorism,human_rights","success_part,success_part"
595,Angola,UN,1998,2002,1,imp_part,0,0,1,0,0,0,1,end_war,success_total
596,Belarus,"EU, Bulgaria, Cyprus, Czech Republic, Estonia, Hungary, Iceland, Norway, Romania, Slovakia, Slovenia",1998,1999,0,,0,0,0,1,0,0,1,policy_change,success_part
597,Belarus,United States,1998,1999,0,,0,0,0,0,1,0,0,policy_change,success_part
598,Cote d'Ivoire,EU,1998,2002,0,,0,0,1,0,0,0,1,democracy,success_part
599,ECOWAS,ECOWAS,1998,2023,0,,1,0,0,0,0,1,1,prevent_war,ongoing
600,Ethiopia (excludes Eritrea),Eritrea,1998,2018,0,,0,0,0,1,1,0,0,end_war,success_total
601,France,United States,1998,2017,1,imp_part,0,0,0,0,0,0,0,other,success_total
602,India,Australia,1998,2001,0,,0,1,1,0,0,0,0,prevent_war,failed
603,India,Canada,1998,2001,0,,1,0,0,0,0,0,0,prevent_war,failed
604,India,"Denmark, Netherlands,  Sweden, Germany",1998,2001,0,,0,0,1,0,0,0,1,prevent_war,failed
605,India,G8,1998,1999,0,,0,0,1,0,0,0,1,prevent_war,failed
606,India,Japan,1998,2001,0,,0,0,1,0,0,0,0,prevent_war,failed
607,India,United States,1998,2001,1,exp_part,1,1,1,0,0,0,0,prevent_war,failed
608,Ireland,United States,1998,2014,1,imp_part,0,0,0,0,0,0,0,other,success_total
609,Italy,Turkey,1998,1999,1,imp_part,0,0,0,0,0,0,0,other,success_total
610,Kyrgyzstan,Uzbekistan,1998,1998,1,exp_part,0,0,0,0,0,0,0,other,failed
611,Pakistan,Australia,1998,2001,0,,0,1,1,0,0,0,0,prevent_war,failed
612,Pakistan,"Canada, Germany",1998,2001,0,,1,0,1,0,0,0,1,prevent_war,failed
613,Pakistan,G8,1998,1999,0,,0,0,1,0,0,0,1,prevent_war,failed
614,Pakistan,Japan,1998,2001,0,,0,0,1,0,0,0,0,prevent_war,failed
615,Pakistan,Netherlands,1998,2008,0,,1,0,1,0,0,0,0,prevent_war,failed
616,Pakistan,United States,1998,2001,0,,1,1,1,0,0,0,0,prevent_war,failed
617,Sierra Leone,EU,1998,2010,0,,1,0,0,1,0,0,1,"end_war,prevent_war","success_total,success_total"
618,Suriname,Netherlands,1998,2000,0,,0,0,1,0,0,0,0,"democracy,human_rights","success_total,success_total"
619,Yugoslavia,EU,1998,2001,1,"exp_part,imp_part",0,0,1,1,0,1,1,"end_war,human_rights,terrorism","success_total,success_total,success_total"
620,Yugoslavia,UN,1998,2001,0,,1,1,0,0,0,1,1,"end_war,human_rights","success_total,success_total"
621,Yugoslavia,United States,1998,2001,0,,0,0,1,0,0,1,0,human_rights,success_total
622,Afghanistan,"EU, Turkey, Croatia, Macedonia, Montenegro, Iceland, Albania, Bosnia and Herzegovina, Serbia, Liechtenstein, Norway, Ukraine, Moldova, Armenia, Georgia",1999,2001,0,,0,0,1,0,1,0,1,"terrorism,end_war","failed,failed"
623,Afghanistan,UN,1999,2002,0,,0,0,1,0,1,0,1,"terrorism,human_rights","failed,failed"
624,Afghanistan,United States,1999,2002,1,"exp_part,imp_part",0,0,1,0,1,0,0,terrorism,success_part
625,Eritrea,EU,1999,2001,0,,1,0,0,0,0,0,1,end_war,nego_settlement
626,Ethiopia (excludes Eritrea),EU,1999,2001,0,,1,0,0,0,0,0,1,end_war,nego_settlement
627,Indonesia,EU,1999,2000,1,exp_part,1,1,0,0,0,0,1,human_rights,success_part
628,Indonesia,United States,1999,2010,0,,0,1,0,0,0,0,0,"human_rights,democracy","failed,failed"
629,Indonesia,United States,1999,2005,0,,1,1,0,0,0,0,0,human_rights,failed
630,Kyrgyzstan,Uzbekistan,1999,2000,1,exp_part,0,0,0,0,0,0,0,other,failed
631,Niger,France,1999,2000,0,,0,0,1,0,0,0,0,democracy,success_total
632,Pakistan,Commonwealth,1999,2004,0,,0,0,0,0,1,0,1,democracy,success_total
633,Pakistan,South Africa,1999,2001,0,,1,0,0,0,0,0,0,"democracy,human_rights","success_total,success_total"
634,Pakistan,United Kingdom,1999,2000,0,,1,0,1,0,0,0,0,democracy,failed
635,Pakistan,United States,1999,2001,0,,0,0,1,0,0,0,0,democracy,failed
636,Yugoslavia,EU,1999,2000,1,exp_part,0,0,0,0,0,1,1,"end_war,human_rights,terrorism","success_part,success_part,success_part"
637,Yugoslavia,Switzerland,1999,2001,0,,1,1,1,0,0,1,0,end_war,success_total
638,Yugoslavia,United States,1999,2000,1,exp_part,0,0,0,0,0,1,0,human_rights,success_part
639,Afghanistan,UN,2000,2002,1,exp_part,1,1,1,1,1,0,1,terrorism,failed
640,Austria,EU,2000,2000,0,,0,0,0,0,1,0,1,destab_regime,failed
641,Austria,United States,2000,2000,0,,0,0,0,0,1,0,0,destab_regime,failed
642,Cote d'Ivoire,Canada,2000,2001,0,,0,0,1,0,0,0,0,democracy,success_part
643,Cote d'Ivoire,France,2000,2002,0,,0,1,1,0,0,0,0,democracy,success_part
644,Cote d'Ivoire,United States,2000,2002,0,,1,0,1,0,0,0,0,democracy,success_part
645,Eritrea,UN,2000,2001,0,,1,1,0,0,0,0,1,end_war,nego_settlement
646,Ethiopia (excludes Eritrea),UN,2000,2001,0,,1,1,0,0,0,0,1,end_war,nego_settlement
647,Fiji,Australia,2000,2001,0,,0,1,1,1,0,0,0,democracy,success_part
648,Fiji,Australia,2000,2000,1,exp_compl,0,0,0,1,1,0,0,democracy,success_part
649,Fiji,Commonwealth,2000,2001,0,,0,0,0,0,1,0,1,democracy,success_total
650,Fiji,EU,2000,2003,0,,0,0,1,0,0,0,1,democracy,success_total
651,Fiji,New Zealand,2000,2000,1,exp_compl,0,0,0,1,1,0,0,democracy,success_part
652,Fiji,New Zealand,2000,2001,0,,0,1,1,1,0,0,0,democracy,success_total
653,Fiji,United Kingdom,2000,2003,1,exp_part,1,0,0,0,0,0,0,democracy,success_total
654,Fiji,United Kingdom,2000,2001,0,,0,1,1,0,0,0,0,democracy,success_part
655,Fiji,United States,2000,2014,0,,1,1,1,1,1,0,0,democracy,success_total
656,Kyrgyzstan,Uzbekistan,2000,2000,1,exp_part,0,0,0,0,0,0,0,other,failed
657,Myanmar,"EU, Croatia, Macedonia, Montenegro, Iceland, Albania, Bosnia and Herzegovina, Liechtenstein, Norway, Moldova, Armenia",2000,2003,1,exp_part,1,1,1,1,0,0,1,human_rights,failed
658,Myanmar,Switzerland,2000,2006,1,exp_part,1,1,0,1,0,0,0,human_rights,failed
659,Sierra Leone,UN,2000,2003,1,exp_part,0,0,0,0,0,0,1,end_war,success_total
660,Yugoslavia,EU,2000,2014,0,,0,0,1,1,0,1,1,democracy,success_total
661,Afghanistan,"EU, Cyprus, Malta, Turkey, Croatia, Macedonia, Montenegro, Iceland, Albania, Serbia, Bosnia and Herzegovina, Liechtenstein, Norway, Ukraine, Moldova, Armenia, Georgia, Switzerland",2001,2002,1,exp_part,1,1,1,1,1,0,1,"terrorism,end_war,other","failed,nego_settlement,failed"
662,Antigua and Barbuda,United States,2001,2003,0,,0,0,1,0,0,0,0,other,success_total
663,Balkans,United States,2001,2023,0,,0,0,1,0,0,1,0,prevent_war,ongoing
664,Belize,EU,2001,2004,1,imp_part,0,0,0,0,0,0,1,other,success_total
665,Brazil,NAFTA,2001,2001,1,imp_part,0,0,0,0,0,0,1,other,failed
666,Costa Rica,United States,2001,2006,0,,0,1,0,0,0,0,0,other,success_total
667,Haiti,EU,2001,2005,0,,0,0,1,0,0,0,1,democracy,failed
668,Haiti,United States,2001,2004,0,,0,0,1,0,0,0,0,human_rights,success_total
669,Kyrgyzstan,Uzbekistan,2001,2001,1,exp_part,0,0,0,0,0,0,0,other,failed
670,Liberia,EU,2001,2016,1,imp_part,1,1,0,1,0,0,1,end_war,success_total
671,Liberia,UN,2001,2003,0,,1,1,0,1,0,0,1,end_war,success_total
672,Liberia,UN,2001,2007,1,imp_part,0,0,0,0,0,0,1,end_war,success_total
673,Malawi,"EU, United States, Norway",2001,2003,0,,0,0,1,0,0,0,1,policy_change,success_total
674,Pakistan,India,2001,2002,0,,0,0,0,0,1,0,0,other,nego_settlement
675,Sierra Leone,Liberia,2001,2003,1,imp_part,1,1,1,1,0,0,0,end_war,success_total
676,Yugoslavia,Switzerland,2001,2016,0,,0,0,1,0,0,1,0,democracy,success_total
677,Afghanistan,"EU, Cyprus, Czech Republic, Estonia, Hungary, Latvia, Lithuania, Malta, Poland, Slovakia,  Slovenia, Bulgaria, Romania, Turkey, Iceland, Liechtenstein, Norway",2002,2023,0,,1,1,1,1,1,0,1,"terrorism,end_war","ongoing,ongoing"
678,Afghanistan,UN,2002,2023,0,,1,1,1,1,1,0,1,"terrorism,end_war","ongoing,ongoing"
679,Belarus,"Belgium, France, Germany, Italy, Luxembourg, Netherlands, Denmark, Ireland, United Kingdom, Greece, Spain, Austria, Finland, Sweden",2002,2003,0,,0,0,0,1,0,0,1,"human_rights,democracy","failed,failed"
680,Belarus,United States,2002,2003,0,,0,0,0,1,0,0,0,"human_rights,democracy","failed,failed"
681,Central African Republic,United States,2002,2005,0,,0,0,0,0,1,0,0,democracy,success_total
682,Colombia,EU,2002,2016,0,,0,0,1,0,0,0,1,terrorism,success_total
683,"Congo, Democratic Republic of the",EU,2002,2005,0,,1,1,0,1,0,0,1,end_war,failed
684,Guinea,EU,2002,2006,0,,0,0,1,0,0,0,1,human_rights,success_part
685,ICC Rome Statute Signatories,United States,2002,2008,0,,0,1,0,0,0,1,0,policy_change,failed
686,"Korea, North",United States,2002,2006,1,exp_part,0,0,0,0,0,0,0,prevent_war,failed
687,Malawi,Sweden,2002,2005,0,,0,0,1,0,0,0,0,other,success_total
688,Philippines,"EU, United States",2002,2023,0,,0,0,1,0,0,0,1,terrorism,ongoing
689,Somalia,"EU, Turkey, Croatia, Macedonia, Montenegro, Iceland, Albania, Bosnia and Herzegovina, Serbia, Liechtenstein, Norway, Ukraine, Moldova, Armenia",2002,2009,0,,1,0,0,0,0,0,1,"end_war,human_rights","failed,failed"
690,Terrorist Organizations (Taliban and Al-Qaeda),UN,2002,2011,0,,1,1,1,1,0,1,1,terrorism,failed
691,Zimbabwe,Australia,2002,2023,0,,1,1,1,1,0,0,0,democracy,ongoing
692,Zimbabwe,Commonwealth,2002,2003,0,,0,0,0,0,1,0,1,democracy,failed
693,Zimbabwe,EU,2002,2015,0,,0,0,1,0,0,0,1,"democracy,human_rights","success_part,success_part"
694,Zimbabwe,"EU, Turkey, Croatia, Macedonia, Montenegro, Iceland, Albania, Bosnia and Herzegovina, Liechtenstein, Norway, Ukraine, Moldova, Armenia, Georgia, Serbia",2002,2023,1,exp_part,1,1,1,1,0,0,1,"democracy,human_rights","ongoing,ongoing"
695,Zimbabwe,Switzerland,2002,2023,1,exp_part,1,1,1,1,0,0,0,"democracy,human_rights","ongoing,ongoing"
696,Zimbabwe,United Kingdom,2002,2009,0,,0,0,1,0,0,0,0,"democracy,human_rights","success_part,success_part"
697,Zimbabwe,United Kingdom,2002,2023,1,exp_part,0,1,0,0,0,0,0,"democracy,human_rights","ongoing,ongoing"
698,Argentina,Iran,2003,2007,1,exp_part,0,0,0,0,0,0,0,terrorism,success_total
699,Benin,United States,2003,2005,0,,0,1,0,0,0,0,0,policy_change,success_total
700,Canada,China,2003,2016,1,imp_part,0,0,0,0,0,0,0,other,success_total
701,Canada,Japan,2003,2006,1,imp_part,0,0,0,0,0,0,0,other,failed
702,Canada,Mexico,2003,2016,1,imp_part,0,0,0,0,0,0,0,other,success_total
703,Canada,United States,2003,2005,1,imp_part,0,0,0,0,0,0,0,other,failed
704,Central African Republic,African Union,2003,2005,0,,0,0,0,0,1,0,1,human_rights,success_total
705,Central African Republic,EU,2003,2005,0,,0,0,1,0,0,0,1,human_rights,success_total
706,Central African Republic,United States,2003,2005,0,,0,0,1,0,0,0,0,human_rights,success_total
707,Colombia,United States,2003,2003,0,,0,1,0,0,0,0,0,other,success_total
708,"Congo, Democratic Republic of the",UN,2003,2022,0,,1,1,0,0,0,0,1,end_war,success_part
709,Costa Rica,United States,2003,2016,0,,0,1,0,0,0,0,0,other,success_total
710,Croatia,United States,2003,2008,0,,0,1,0,0,0,0,0,other,failed
711,Croatia,United States,2003,2006,0,,0,1,0,0,0,0,0,other,failed
712,Dominica,United States,2003,2004,0,,0,1,0,0,0,0,0,other,success_total
713,Fiji,United States,2003,2003,0,,0,1,0,0,0,0,0,other,success_total
714,France,United States,2003,2003,1,imp_part,0,0,0,0,0,0,0,policy_change,success_total
715,Guinea,United States,2003,2004,0,,0,1,0,0,0,0,0,other,success_total
716,Guinea-Bissau,United States,2003,2004,0,,0,1,0,0,0,0,0,democracy,success_total
717,Iraq,EU,2003,2004,0,,1,0,0,0,0,0,1,prevent_war,success_total
718,Iraq,UN,2003,2004,0,,1,0,1,0,0,0,1,prevent_war,success_total
719,Lebanon,Libya,2003,2012,0,,0,0,0,0,1,0,0,other,failed
720,Lesotho,United States,2003,2006,0,,0,1,0,0,0,0,0,other,success_total
721,Liberia,UN,2003,2015,0,,1,1,0,1,0,0,1,prevent_war,success_total
722,Liberia,UN,2003,2006,1,imp_part,0,0,0,0,0,0,1,"policy_change,human_rights,prevent_war","success_part,success_part,success_part"
723,Malawi,United States,2003,2003,0,,0,1,0,0,0,0,0,other,success_total
724,Moldova,"EU, Turkey, Croatia, Macedonia, Montenegro, Albania, Bosnia and Herzegovina, Serbia, Liechtenstein, Norway, Armenia, Georgia, Azerbaijan",2003,2023,0,,0,0,0,1,0,0,1,policy_change,ongoing
725,Myanmar,"EU, Croatia, Macedonia, Montenegro, Iceland, Albania, Bosnia and Herzegovina, Liechtenstein, Norway, Moldova, Armenia",2003,2010,1,exp_part,1,1,1,1,0,0,1,human_rights,failed
726,Myanmar,United States,2003,2016,1,exp_part,0,0,1,0,0,0,0,human_rights,success_total
727,Nigeria,United States,2003,2023,0,,0,1,0,0,0,0,0,other,ongoing
728,United States,Brazil,2003,2016,1,imp_part,0,0,0,0,0,0,0,other,success_total
729,United States,Canada,2003,2006,1,imp_part,0,0,0,0,0,0,0,other,success_total
730,United States,Japan,2003,2013,1,imp_part,0,0,0,0,0,0,0,other,success_total
731,Uzbekistan,United States,2003,2012,0,,0,1,0,0,0,0,0,human_rights,failed
732,Yugoslavia,EU,2003,2014,0,,0,0,1,0,0,1,1,democracy,success_total
733,Zimbabwe,United States,2003,2023,0,,0,0,1,0,0,0,0,"democracy,human_rights","ongoing,ongoing"
734,Belarus,United States,2004,2006,0,,0,0,1,0,0,0,0,"human_rights,democracy","failed,failed"
735,Cote d'Ivoire,UN,2004,2016,0,,1,1,1,1,0,0,1,"end_war,human_rights","success_total,success_total"
736,Iraq,EU,2004,2023,0,,1,0,0,0,0,0,1,"terrorism,end_war,prevent_war","ongoing,ongoing,ongoing"
737,Iraq,UN,2004,2010,0,,1,0,1,0,0,0,1,prevent_war,success_total
738,Liberia,UN,2004,2015,0,,0,0,1,0,0,0,1,"prevent_war,democracy","success_part,success_total"
739,Liberia,United States,2004,2015,1,"exp_part,imp_part",0,0,1,0,0,0,0,prevent_war,success_total
740,Sudan,EU,2004,2005,0,,1,1,0,0,0,0,1,end_war,failed
741,Sudan,UN,2004,2023,0,,1,1,0,0,0,0,1,"human_rights,end_war","ongoing,ongoing"
742,Syria,United States,2004,2023,1,"exp_part,imp_part",0,0,1,0,1,0,0,"terrorism,end_war,prevent_war","ongoing,ongoing,ongoing"
743,"Thailand, South Vietnam",Cambodia,2004,2007,1,imp_part,0,0,0,0,0,1,0,other,success_total
744,"Congo, Democratic Republic of the",EU,2005,2023,0,,1,1,1,1,0,0,1,end_war,ongoing
745,"Congo, Democratic Republic of the",UN,2005,2023,0,,0,0,1,1,0,0,1,end_war,ongoing
746,Cote d'Ivoire,Canada,2005,2017,0,,1,1,1,1,0,0,0,end_war,success_total
747,Cote d'Ivoire,"EU, Turkey, Croatia, Macedonia, Montenegro, Iceland, Albania, Bosnia and Herzegovina, Serbia, Liechtenstein, Norway, Ukraine, Moldova, Armenia, Georgia",2005,2016,1,exp_part,1,0,1,1,0,0,1,"end_war,human_rights","success_total,success_total"
748,Cote d'Ivoire,UN,2005,2014,1,"exp_part,imp_part",0,0,0,0,0,0,1,"end_war,human_rights","success_part,success_part"
749,Kyrgyzstan,Uzbekistan,2005,2006,1,exp_part,0,0,0,0,0,0,0,other,failed
750,Lebanon,UN,2005,2007,0,,0,0,1,1,0,0,1,terrorism,failed
751,Mauritania,African Union,2005,2007,0,,0,0,0,0,1,0,1,democracy,success_total
752,Mauritania,EU,2005,2006,0,,0,0,1,0,0,0,1,"democracy,human_rights","success_total,success_total"
753,Nepal,India,2005,2005,0,,1,1,0,0,0,0,0,"democracy,human_rights","success_part,success_part"
754,Nepal,United Kingdom,2005,2005,0,,1,1,0,0,0,0,0,"democracy,human_rights","success_part,success_part"
755,Nepal,United States,2005,2005,0,,1,1,0,0,0,0,0,"democracy,human_rights","success_part,success_part"
756,Sudan,"EU, Turkey, Croatia, Macedonia, Montenegro, Iceland, Albania, Serbia, Liechtenstein, Norway, Armenia",2005,2023,0,,1,1,1,1,0,0,1,"end_war,human_rights","ongoing,ongoing"
757,Sudan,UN,2005,2023,0,,0,0,1,1,0,0,1,"human_rights,end_war","ongoing,ongoing"
758,Syria,UN,2005,2007,0,,0,0,1,1,0,0,1,"terrorism,policy_change","failed,success_total"
759,Togo,African Union,2005,2005,0,,1,0,0,0,1,0,1,democracy,success_total
760,Togo,ECOWAS,2005,2005,0,,1,0,0,1,1,0,1,democracy,success_total
761,Togo,Nigeria,2005,2005,0,,0,0,0,0,1,0,0,democracy,nego_settlement
762,Uganda,"United Kingdom, Norway, Ireland, Netherlands, Sweden",2005,2007,0,,0,0,1,0,0,0,1,human_rights,success_part
763,Uzbekistan,EU,2005,2009,1,exp_part,1,1,0,1,0,0,1,human_rights,success_part
764,Belarus,Canada,2006,2016,1,exp_part,0,0,0,0,0,0,0,human_rights,success_total
765,Belarus,"EU, Croatia, Macedonia, Montenegro, Bosnia and Herzegovina, Iceland, Albania, Serbia, Liechtenstein, Norway",2006,2011,0,,0,0,1,1,0,0,1,"democracy,human_rights","failed,failed"
766,Belarus,Switzerland,2006,2016,0,,0,0,1,1,0,0,0,"democracy,human_rights","success_total,success_part"
767,Belarus,United States,2006,2023,1,"exp_part,imp_part",0,0,1,1,0,0,0,"democracy,human_rights","ongoing,ongoing"
768,"Congo, Democratic Republic of the",United States,2006,2023,1,"exp_part,imp_part",0,0,1,0,0,0,0,"end_war,democracy,human_rights","ongoing,ongoing,ongoing"
769,Cote d'Ivoire,United States,2006,2017,0,,0,0,1,0,0,0,0,"end_war,human_rights","success_total,success_total"
770,Fiji,Australia,2006,2014,0,,0,1,0,1,0,0,0,democracy,success_total
771,Fiji,Commonwealth,2006,2014,0,,0,0,0,0,1,0,1,democracy,success_total
772,Fiji,New Zealand,2006,2014,0,,0,1,1,1,0,0,0,democracy,success_part
773,Fiji,United States,2006,2014,0,,0,1,1,0,0,0,0,democracy,success_total
774,Georgia,Russia,2006,2013,1,imp_part,0,0,0,0,0,0,0,"other,policy_change","success_total,success_total"
775,Georgia,Russia,2006,2011,1,"exp_compl,imp_compl",0,0,0,1,1,0,0,"other,policy_change","nego_settlement,nego_settlement"
776,Iran,Japan,2006,2016,1,imp_part,0,0,0,0,0,0,0,prevent_war,success_part
777,Iran,UN,2006,2016,1,"exp_part,imp_part",0,0,1,1,0,0,1,prevent_war,success_total
778,"Korea, North",Australia,2006,2023,1,"exp_part,imp_part",1,1,1,1,1,0,0,prevent_war,ongoing
779,"Korea, North",EU,2006,2023,1,exp_part,1,1,1,1,0,0,1,prevent_war,ongoing
780,"Korea, North",Japan,2006,2023,1,imp_compl,0,0,1,0,1,0,0,prevent_war,ongoing
781,"Korea, North",Japan,2006,2008,0,,0,0,0,1,0,0,0,prevent_war,failed
782,"Korea, North",UN,2006,2023,1,"exp_part,imp_part",1,1,1,1,1,0,1,prevent_war,ongoing
783,Lebanon,EU,2006,2023,0,,1,1,0,0,0,0,1,end_war,ongoing
784,Lebanon,Israel,2006,2006,1,"exp_part,imp_part",0,0,0,1,1,0,0,"territorial_conflict,end_war","failed,failed"
785,Lebanon,UN,2006,2023,0,,1,1,0,0,0,0,1,end_war,ongoing
786,Malagasy Republic,United States,2006,2014,0,,0,0,1,0,0,0,0,"democracy,human_rights,end_war","success_total,success_total,success_total"
787,Moldova,Russia,2006,2007,1,imp_part,0,0,0,0,0,0,0,"other,policy_change","failed,failed"
788,Myanmar,Switzerland,2006,2012,1,exp_part,1,1,1,1,0,0,0,human_rights,success_part
789,Palestine,EU,2006,2007,0,,0,0,1,0,0,0,1,"policy_change,prevent_war,terrorism","success_total,nego_settlement,failed"
790,Palestine,United States,2006,2007,0,,0,0,1,0,0,0,0,"policy_change,prevent_war,terrorism","success_total,nego_settlement,failed"
791,Sudan,United States,2006,2017,1,exp_part,0,0,1,0,0,0,0,"territorial_conflict,end_war","success_part,success_part"
792,Sudan,United States,2006,2023,1,"exp_part,imp_part",0,0,1,1,0,0,0,"human_rights,end_war","ongoing,ongoing"
793,Syria,United States,2006,2023,0,,0,0,1,0,0,0,0,terrorism,ongoing
794,Thailand,United States,2006,2008,0,,0,1,0,0,0,0,0,"democracy,human_rights","success_total,success_total"
795,Ukraine,Russia,2006,2006,1,exp_part,0,0,0,0,0,0,0,policy_change,failed
796,Uzbekistan,Switzerland,2006,2009,1,exp_part,1,1,0,1,0,0,0,human_rights,success_part
797,Venezuela,United States,2006,2023,0,,1,0,0,0,0,0,0,policy_change,ongoing
798,Afghanistan,New Zealand,2007,2023,0,,1,1,0,1,0,0,0,"terrorism,end_war","ongoing,ongoing"
799,Eritrea,United States,2007,2023,0,,0,0,0,1,1,0,0,policy_change,ongoing
800,Fiji,EU,2007,2015,1,exp_part,0,0,1,0,0,0,1,democracy,success_part
801,Iran,EU,2007,2016,0,,1,0,0,0,0,0,1,prevent_war,success_total
802,Iran,UN,2007,2016,0,,1,0,0,0,0,0,1,prevent_war,success_total
803,Lebanon,United States,2007,2023,0,,0,0,1,0,0,0,0,democracy,ongoing
804,Myanmar,Canada,2007,2012,1,"exp_compl,imp_compl",1,0,1,0,1,0,0,human_rights,success_part
805,Myanmar,Japan,2007,2008,0,,0,0,1,0,0,0,0,"democracy,human_rights","failed,failed"
806,Myanmar,United States,2007,2016,1,"exp_part,imp_part",0,0,1,0,0,0,0,human_rights,success_part
807,Pakistan,Commonwealth,2007,2008,0,,0,0,0,0,1,0,1,democracy,success_total
808,Pakistan,Netherlands,2007,2008,0,,0,0,1,0,0,0,0,"democracy,human_rights","success_total,success_total"
809,South Vietnam,United States,2007,2016,0,,1,0,0,0,0,0,0,"prevent_war,human_rights","nego_settlement,nego_settlement"
810,Sudan,United States,2007,2017,1,"exp_part,imp_part",0,0,1,0,0,0,0,"territorial_conflict,end_war","success_part,success_part"
811,Bulgaria,EU,2008,2009,0,,0,0,1,0,0,0,1,other,success_part
812,Guinea,EU,2008,2013,0,,0,0,1,0,0,0,1,human_rights,success_total
813,Iran,Australia,2008,2016,1,"exp_part,imp_part",1,1,1,1,0,0,0,prevent_war,success_total
814,Iran,UN,2008,2016,0,,0,0,0,1,0,0,1,prevent_war,success_total
815,"Korea, North",United States,2008,2023,1,exp_part,0,0,1,0,0,0,0,prevent_war,ongoing
816,Mauritania,African Union,2008,2009,0,,0,0,0,0,1,0,1,democracy,success_total
817,Mauritania,United States,2008,2009,0,,0,0,1,1,0,0,0,"democracy,human_rights","success_total,success_total"
